,id,group,category,images,size,colour,season,price,made_in,clothes_care,brand
225, _ 0679/426,Hombre,Camisetas,10,S-XL,1,Primavera-Verano,"19,95",PORTUGAL,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - No usar secadora,Zara
226, _ 0962/415,Hombre,Camisetas,9,S-XL,1,Primavera-Verano,"19,95",PORTUGAL,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
227, _ 0679/429,Hombre,Camisetas,8,S-XL,1,Primavera-Verano,"19,95",PORTUGAL,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - No usar secadora,Zara
228, _ 6224/404,Hombre,Camisetas,7,S-XL,1,Primavera-Verano,"19,95",MARRUECOS,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - No usar secadora,Zara
229, _ 6224/402,Hombre,Camisetas,8,S-XL,1,Primavera-Verano,"19,95",PORTUGAL,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - No usar secadora,Zara
230, _ 0722/429,Hombre,Camisetas,7,S-XL,1,Primavera-Verano,"19,95",PORTUGAL,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
231, _ 0495/422,Hombre,Camisetas,9,S-XL,1,Primavera-Verano,"19,95",PORTUGAL,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
232, _ 3366/401,Hombre,Camisetas,10,S-XL,1,Primavera-Verano,"19,95",PORTUGAL,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
233, _ 7545/482,Hombre,Camisa,9,S-XL,1,Primavera-Verano,"25,95",TURQUÍA,Lavar a máquina max. 40ºC centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - No limpieza en seco - No usar secadora,Zara
234, _ 3057/502,Hombre,Camisa,9,S-XL,1,Primavera-Verano,"29,95",MARRUECOS,No lavar - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - No usar secadora,Zara
235, _ 3562/310,Hombre,Camisa,5,S-XL,3,Primavera-Verano,"25,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - No usar secadora,Zara
236,NULL,Hombre,Camisa,0,NULL,1,Primavera-Verano,"29,95",NULL,NULL - NULL - NULL - NULL - NULL,Zara
237, _ 7545/304,Hombre,Camisa,11,S-XXL,4,Primavera-Verano,"25,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - No usar secadora,Zara
238, _ 7545/387,Hombre,Camisa,8,S-XL,1,Primavera-Verano,"25,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - No usar secadora,Zara
239, _ 4265/483,Hombre,Camisa,7,S-XL,2,Primavera-Verano,"25,95",ESPAÑA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - No usar secadora,Zara
240,NULL,Hombre,Camisa,0,NULL,1,Primavera-Verano,"29,95",NULL,NULL - NULL - NULL - NULL - NULL,Zara
241, _ 7545/477,Hombre,Camisa,11,S-XXL,1,Primavera-Verano,"19,95",TURQUÍA,Lavar a máquina max. 40ºC centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - No limpieza en seco - No usar secadora,Zara
242, _ 4051/441,Hombre,Camisa,13,S-XL,1,Primavera-Verano,"29,95",ESPAÑA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - No usar secadora,Zara
243, _ 7545/109,Hombre,Camisa,9,S-XXL,1,Primavera-Verano,"29,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - No usar secadora,Zara
244, _ 4395/471,Hombre,Camisa,8,S-XXL,2,Primavera-Verano,"29,95",MARRUECOS,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - No usar secadora,Zara
245, _ 5588/400,Hombre,Camisa,11,S-XL,1,Primavera-Verano,"29,95",TURQUÍA,Lavar a máquina max. 40ºC centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - No usar secadora,Zara
246, _ 7545/463,Hombre,Camisa,7,S-XL,1,Primavera-Verano,"25,95",BANGLADESH,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
247, _ 7446/436,Hombre,Camisa,7,S-XL,1,Primavera-Verano,"25,95",MARRUECOS,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
248, _ 3057/282,Hombre,Camisa,4,S-XL,1,Primavera-Verano,"25,95",MARRUECOS,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - No usar secadora,Zara
249, _ 6987/320,Hombre,Camisa,6,S-XL,5,Primavera-Verano,"19,95",BANGLADESH,Lavar a máquina max. 40ºC centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
250, _ 7446/437,Hombre,Camisa,11,S-XL,1,Primavera-Verano,"29,95",MARRUECOS,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
251, _ 4425/331,Hombre,Camisa,9,S-XL,1,Primavera-Verano,"29,95",MARRUECOS,Lavar a máquina max. 40ºC centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - No usar secadora,Zara
252, _ 6048/311,Hombre,Camisa,12,S-XXL,4,Primavera-Verano,"22,95",TURQUÍA,Lavar a máquina max. 40ºC centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - No usar secadora,Zara
253, _ 9621/303,Hombre,Camisa,6,S-XL,1,Primavera-Verano,"29,95",CHINA,No lavar - No usar lejía / blanqueador - No planchar - No limpieza en seco - No usar secadora,Zara
254, _ 8416/450,Hombre,Camisa,11,S-L,1,Primavera-Verano,"25,95",BANGLADESH,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - No usar secadora,Zara
255, _ 7545/462,Hombre,Camisa,8,S-XL,1,Primavera-Verano,"25,95",BANGLADESH,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
256, _ 5588/401,Hombre,Camisa,11,S-XL,2,Primavera-Verano,"29,95",TURQUÍA,Lavar a máquina max. 40ºC centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - No usar secadora,Zara
257, _ 4469/242,Hombre,Camisa,9,S-XL,1,Primavera-Verano,"25,95",MARRUECOS,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - No usar secadora,Zara
258, _ 7545/467,Hombre,Camisa,9,S-XL,1,Primavera-Verano,"25,95",BANGLADESH,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
259, _ 6103/400,Hombre,Camisa,10,S-XXL,4,Primavera-Verano,"22,95",INDIA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - Se puede usar secadora temperatura reducida,Zara
260, _ 8574/450,Hombre,Camisa,7,S-XXL,3,Primavera-Verano,"19,95",BANGLADESH,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - No limpieza en seco - Se puede usar secadora temperatura reducida,Zara
261, _ 8211/409,Hombre,Camisa,9,S-XXL,1,Primavera-Verano,"29,95",BANGLADESH,Lavar a máquina max. 40ºC centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
262, _ 7545/384,Hombre,Camisa,10,S-XL,1,Primavera-Verano,"25,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - No usar secadora,Zara
263, _ 7545/483,Hombre,Camisa,9,S-XL,1,Primavera-Verano,"25,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
264, _ 0387/409,Hombre,Camisa,5,S-XL,2,Primavera-Verano,"29,95",MARRUECOS,Lavar a mano max 30ºC - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - No usar secadora,Zara
265, _ 0072/555,Hombre,Camisa,11,S-XL,1,Primavera-Verano,"29,95",MARRUECOS,Lavar a mano max 30ºC - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - No usar secadora,Zara
266, _ 3057/501,Hombre,Camisa,7,S-XL,1,Primavera-Verano,"29,95",MARRUECOS,No lavar - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - No usar secadora,Zara
267, _ 7545/484,Hombre,Camisa,12,S-XL,1,Primavera-Verano,"25,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
268, _ 3057/505,Hombre,Camisa,7,S-XL,1,Primavera-Verano,"29,95",MARRUECOS,No lavar - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - No usar secadora,Zara
269, _ 3057/503,Hombre,Camisa,7,S-XL,1,Primavera-Verano,"29,95",MARRUECOS,No lavar - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - No usar secadora,Zara
270, _ 6608/400,Hombre,Camisa,8,S-XL,2,Primavera-Verano,"25,95",MARRUECOS,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - No usar secadora,Zara
271, _ 7545/459,Hombre,Camisa,7,S-XL,1,Primavera-Verano,"25,95",BANGLADESH,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
272, _ 7545/476,Hombre,Camisa,11,S-XXL,3,Primavera-Verano,"19,95",BANGLADESH,Lavar a máquina max. 40ºC centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - No limpieza en seco - No usar secadora,Zara
273, _ 3057/278,Hombre,Camisa,11,S-XL,1,Primavera-Verano,"25,95",MARRUECOS,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - No usar secadora,Zara
274, _ 6855/401,Hombre,Jeans,5,38-46,1,Primavera-Verano,"39,95",EGIPTO,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
275,NULL,Hombre,Jeans,9,38-46,5,Primavera-Verano,"39,95",NULL,NULL - NULL - NULL - NULL - NULL,Zara
276, _ 5585/477,Hombre,Jeans,9,38-46,1,Primavera-Verano,"39,95",TURQUÍA,Lavar a máquina max. 40ºC centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Limpieza en seco solo esencias minerales - No usar secadora,Zara
277, _ 5862/470,Hombre,Jeans,9,38-46,1,Primavera-Verano,"39,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
278, _ 5862/400,Hombre,Jeans,10,38-46,1,Primavera-Verano,"39,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
279, _ 9663/400,Hombre,Jeans,9,38-46,1,Primavera-Verano,"39,95",TURQUÍA,Lavar a máquina max. 40ºC centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
280, _ 6045/400,Hombre,Jeans,10,38-46,1,Primavera-Verano,"39,95",EGIPTO,Lavar a máquina max. 40ºC centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - No usar secadora,Zara
281, _ 6186/400,Hombre,Jeans,9,36-46,4,Primavera-Verano,"29,95",TURQUÍA,Lavar a máquina max. 40ºC centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
282, _ 6917/417,Hombre,Jeans,8,36-46,4,Primavera-Verano,"25,95",MARRUECOS,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
283, _ 6045/307,Hombre,Jeans,9,38-46,1,Primavera-Verano,"39,95",TURQUÍA,Lavar a máquina max. 40ºC centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
284, _ 9632/410,Hombre,Jeans,8,38-46,1,Primavera-Verano,"29,95",TURQUÍA,Lavar a máquina max. 40ºC centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - No usar secadora,Zara
285, _ 7036/400,Hombre,Jeans,10,36-44,1,Primavera-Verano,"39,95",TURQUÍA,Lavar a máquina max. 40ºC centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - No limpieza en seco - No usar secadora,Zara
286, _ 5072/400,Hombre,Jeans,8,36-46,2,Primavera-Verano,"29,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
287, _ 8235/490,Hombre,Jeans,8,38-46,1,Primavera-Verano,"29,95",BANGLADESH,Lavar a máquina max. 40ºC centrifugado corto - No usar lejía / blanqueador - Planchar máximo 200 º C - No limpieza en seco - Se puede usar secadora temperatura reducida,Zara
288, _ 6855/490,Hombre,Jeans,9,38-46,1,Primavera-Verano,"39,95",EGIPTO,Lavar a mano max 30ºC - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
289, _ 0840/420,Hombre,Jeans,9,36-46,2,Primavera-Verano,"29,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - Se puede usar secadora temperatura reducida,Zara
290,NULL,Hombre,Jeans,0,NULL,1,Primavera-Verano,"22,95",NULL,NULL - NULL - NULL - NULL - NULL,Zara
291,NULL,Hombre,Jeans,0,NULL,1,Primavera-Verano,"39,95",NULL,NULL - NULL - NULL - NULL - NULL,Zara
292,NULL,Hombre,Jeans,0,NULL,1,Primavera-Verano,"29,95",NULL,NULL - NULL - NULL - NULL - NULL,Zara
293, _ 0840/490,Hombre,Jeans,6,38-46,2,Primavera-Verano,"29,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - No usar secadora,Zara
294, _ 6688/471,Hombre,Jeans,9,38-46,1,Primavera-Verano,"29,95",TURQUÍA,Lavar a máquina max. 40ºC centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
295, _ 7215/414,Hombre,Jeans,9,38-46,2,Primavera-Verano,"29,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - No usar secadora,Zara
296, _ 6855/497,Hombre,Jeans,8,38-46,1,Primavera-Verano,"39,95",EGIPTO,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
297, _ 3175/400,Hombre,Jeans,9,38-46,1,Primavera-Verano,"39,95",TURQUÍA,Lavar a máquina max. 40ºC centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
298, _ 5575/395,Hombre,Jeans,9,38-46,5,Primavera-Verano,"25,95",MARRUECOS,Lavar a máquina max. 40ºC centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - No usar secadora,Zara
299, _ 0840/414,Hombre,Jeans,9,38-46,1,Primavera-Verano,"39,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
300, _ 1538/414,Hombre,Jeans,6,38-46,4,Primavera-Verano,"25,95",BANGLADESH,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - Se puede usar secadora temperatura reducida,Zara
301, _ 6688/466,Hombre,Jeans,9,38-46,1,Primavera-Verano,"29,95",TURQUÍA,Lavar a máquina max. 40ºC centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
302, _ 5072/403,Hombre,Jeans,9,36-46,2,Primavera-Verano,"29,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
303, _ 5072/401,Hombre,Jeans,8,36-44,1,Primavera-Verano,"29,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
304, _ 0840/416,Hombre,Jeans,9,38-46,1,Primavera-Verano,"39,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
305, _ 6688/406,Hombre,Jeans,10,38-46,1,Primavera-Verano,"39,95",TURQUÍA,Lavar a máquina max. 40ºC centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - No usar secadora,Zara
306, _ 1538/460,Hombre,Jeans,8,38-46,6,Primavera-Verano,"25,95",BANGLADESH,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - Se puede usar secadora temperatura reducida,Zara
307, _ 6045/318,Hombre,Jeans,10,38-46,1,Primavera-Verano,"39,95",TURQUÍA,Lavar a máquina max. 40ºC centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - No limpieza en seco - Se puede usar secadora temperatura reducida,Zara
308, _ 7215/400,Hombre,Jeans,8,38-46,1,Primavera-Verano,"29,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - No usar secadora,Zara
309, _ 4365/400,Hombre,Jeans,11,38-46,1,Primavera-Verano,"29,95",BANGLADESH,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
310, _ 7215/432,Hombre,Jeans,9,38-46,3,Primavera-Verano,"29,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - No usar secadora,Zara
311, _ 4365/402,Hombre,Jeans,10,36-46,1,Primavera-Verano,"29,95",BANGLADESH,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - No usar secadora,Zara
312, _ 5575/415,Hombre,Jeans,9,36-46,7,Primavera-Verano,"19,95",MARRUECOS,Lavar a máquina max. 40ºC centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - Se puede usar secadora temperatura reducida,Zara
313, _ 6688/330,Hombre,Jeans,7,38-46,3,Primavera-Verano,"29,95",TURQUÍA,Lavar a máquina max. 40ºC centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
314, _ 4367/112,Hombre,Pantalones,9,36-44,2,Primavera-Verano,"39,95",MARRUECOS,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - No usar secadora,Zara
315, _ 1564/411,Hombre,Pantalones,9,36-48,4,Primavera-Verano,"29,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - No usar secadora,Zara
316, _ 0761/417,Hombre,Pantalones,10,S-XL,1,Primavera-Verano,"29,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
317, _ 0706/419,Hombre,Pantalones,5,S-XL,3,Primavera-Verano,"29,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - No usar secadora,Zara
318, _ 0706/415,Hombre,Pantalones,9,36-48,6,Primavera-Verano,"29,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - No usar secadora,Zara
319, _ 4402/109,Hombre,Pantalones,5,36-44,2,Primavera-Verano,"29,95",MARRUECOS,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - No usar secadora,Zara
320, _ 6186/402,Hombre,Pantalones,9,36-44,1,Primavera-Verano,"39,95",TURQUÍA,Lavar a máquina max. 40ºC centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - Se puede usar secadora temperatura reducida,Zara
321, _ 4370/656,Hombre,Pantalones,6,36-44,1,Primavera-Verano,"39,95",MARRUECOS,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - No usar secadora,Zara
322, _ 6186/411,Hombre,Pantalones,8,36-44,3,Primavera-Verano,"29,95",TURQUÍA,Lavar a máquina max. 40ºC centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - Se puede usar secadora temperatura reducida,Zara
323, _ 4317/120,Hombre,Pantalones,6,36-44,2,Primavera-Verano,"29,95",MARRUECOS,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - No usar secadora,Zara
324, _ 1564/405,Hombre,Pantalones,9,36-44,3,Primavera-Verano,"39,95",TURQUÍA,No lavar - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - No usar secadora,Zara
325, _ 8574/423,Hombre,Pantalones,9,36-46,4,Primavera-Verano,"29,95",BANGLADESH,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - No limpieza en seco - Se puede usar secadora temperatura reducida,Zara
326, _ 4158/773,Hombre,Pantalones,10,36-44,2,Primavera-Verano,"39,95",MARRUECOS,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - No usar secadora,Zara
327, _ 9252/430,Hombre,Pantalones,9,36-44,2,Primavera-Verano,"29,95",BANGLADESH,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
328, _ 8281/487,Hombre,Pantalones,9,S-XL,2,Primavera-Verano,"29,95",BANGLADESH,Lavar a mano max 30ºC - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
329, _ 6861/403,Hombre,Pantalones,10,36-44,2,Primavera-Verano,"39,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - No usar secadora,Zara
330, _ 4436/137,Hombre,Pantalones,8,38-46,2,Primavera-Verano,"29,95",MARRUECOS,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - No usar secadora,Zara
331, _ 0706/203,Hombre,Pantalones,5,38-46,1,Primavera-Verano,"29,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
332, _ 8288/654,Hombre,Pantalones,6,S-XL,2,Primavera-Verano,"29,95",CHINA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
333, _ 0761/432,Hombre,Pantalones,7,S-XL,6,Primavera-Verano,"25,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
334,NULL,Hombre,Pantalones,0,NULL,1,Primavera-Verano,"29,95",NULL,NULL - NULL - NULL - NULL - NULL,Zara
335,NULL,Hombre,Pantalones,0,NULL,1,Primavera-Verano,"39,95",NULL,NULL - NULL - NULL - NULL - NULL,Zara
336, _ 4040/903,Hombre,Pantalones,9,38-44,1,Primavera-Verano,"39,95",PORTUGAL,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - No usar secadora,Zara
337, _ 6786/440,Hombre,Pantalones,9,S-XL,4,Primavera-Verano,"29,95",PAKISTÁN,Lavar a máquina max. 40ºC centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - Se puede usar secadora temperatura reducida,Zara
